"","Place.FIPS","Geography.Name","County.FIPS","County.Name","Total.Population","Population.Density..Per.Sq..Mile.","Area..Land.","Under.5.Years","X5.to.9.Years","X10.to.14.Years","X15.to.17.Years","X18.to.24.Years","X25.to.34.Years","X35.to.44.Years","X45.to.54.Years","X55.to.64.Years","X65.to.74.Years","X75.to.84.Years","X85.Years.and.Over","White.Alone","Black.or.African.American.Alone","American.Indian.and.Alaska.Native.Alone","Asian.Alone","Native.Hawaiian.and.Other.Pacific.Islander.Alone","Some.Other.Race.Alone","Two.or.More.Races","Not.Hispanic.or.Latino.","Hispanic.or.Latino","Population.25.Years.and.Over.","Less.than.High.School","High.School.Graduate..Includes.Equivalency.","Some.College","Bachelor.s.Degree","Master.s.Degree","Professional.School.Degree","Doctorate.Degree","Population.25.Years.and.Over..1","Less.than.High.School.1","High.School.Diploma","Bachelor.s.Degree.or.Better","Households.","Less.than..10.000","X.10.000.to..14.999","X.15.000.to..19.999","X.20.000.to..24.999","X.25.000.to..29.999","X.30.000.to..34.999","X.35.000.to..39.999","X.40.000.to..44.999","X.45.000.to..49.999","X.50.000.to..59.999","X.60.000.to..74.999","X.75.000.to..99.999","X.100.000.to..124.999","X.125.000.to..149.999","X.150.000.to..199.999","X.200.000.or.More","Median.Household.Income..In.2020.Inflation.Adjusted.Dollars.","Median.Household.Income.Occupied.Housing.Units.","Owner.Occupied","Renter.Occupied","Per.Capita.Income..In.2020.Inflation.Adjusted.Dollars.","Occupied.Housing.Units.","Owner.Occupied.1","Renter.Occupied.1","Owner.Occupied.Housing.Units.","White.Alone..Not.Hispanic.or.Latino.Homeowners.","Non.White.Homeowners","Owner.Occupied.Housing.Units..1","Less.than..20.000","X.20.000.to..49.999","X.50.000.to..99.999","X.100.000.to..149.999","X.150.000.to..299.999","X.300.000.to..499.999","X.500.000.to..749.999","X.750.000.to..999.999","X.1.000.000.or.More","Population.Under.18.Years.of.Age.for.Whom.Poverty.Status.Is.Determined.","Living.in.Poverty","At.or.Above.Poverty.Level","Population.Age.18.to.64.for.Whom.Poverty.Status..Is.Determined.","Living.in.Poverty.1","At.or.Above.Poverty.Level.1","Population.Age.65.and.Over.for.Whom.Poverty..Status.Is.Determined.","Living.in.Poverty.2","At.or.Above.Poverty.Level.2","Rural.Capacity..Headwaters.Index.","Social.Vulnerability..CDC.Index.","Percent.of.Land.in.500.Year.Floodplain","Percent.of.Land.in.100.Year.Floodplain","Total.Percent.of.Land.at.Some.Level.of.Flood.Risk","Application.Number","Project.Title","Project.Description","Applicant","Applicant.Type","Project.Type","Application.Date","State.Agency.Requested.for.Funding","Funding.Request....","Total.Project.Budget....","Funding.Decision.Year","Award.Date","Grant.Award....","Encumbered....","City.Town","County","Place.ID","X0.2.PCT.ANNUAL.CHANCE.FLOOD.HAZARD","X0.2.PCT.ANNUAL.CHANCE.FLOOD.HAZARD.CONTAINED.IN.CHANNEL","X0.2.PCT.ANNUAL.CHANCE.HAZARD","A","AE","VE","X.blank.","Grand.Total"
"496",3753160,"Polkville city","45","Cleveland ",526,282.3,1.86,32,35,14,25,28,64,33,96,79,47,59,14,522,0,0,0,0,0,4,526,0,392,62,167,85,11,57,6,4,392,62,252,78,189,28,11,13,9,3,18,4,16,10,16,30,22,6,0,3,0,41328,41328,46000,NA,18122,189,128,61,128,128,0,128,0,15,34,46,29,4,0,0,0,105,39,66,300,81,219,120,13,107,54,0.35,0,0.29,0.29,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,0.29,NA,NA,0.29
"497",3753200,"Pollocksville town","103","Jones ",282,898.1,0.31,12,33,16,8,56,25,30,9,31,47,14,1,134,98,0,0,0,2,48,261,21,157,3,58,61,27,5,0,3,157,3,119,35,114,12,10,17,8,4,6,3,9,8,19,5,8,2,2,1,0,36250,36250,53021,15938,17226,114,69,45,69,50,19,69,3,3,21,30,12,0,0,0,0,69,44,25,151,26,125,62,13,49,55,0.8,7.32,31.15,38.47,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,7.32,NA,NA,NA,31.15,NA,NA,38.47
"498",3753475,"Porters Neck CDP","129","New Hanover ",7693,1421.9,5.41,236,490,238,286,525,518,1042,1142,984,910,831,491,6724,274,0,570,0,0,125,7468,225,5918,175,816,1231,1888,1092,586,130,5918,175,2047,3696,3141,47,57,40,133,84,25,125,159,77,327,294,268,250,290,534,431,94886,94886,117802,43472,51618,3141,2433,708,2433,2134,299,2433,0,0,98,10,263,1489,479,52,42,1250,62,1188,4155,121,4034,1990,50,1940,NA,0.22,5.74,18.4,24.14,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,5.74,NA,NA,NA,11.54,6.86,NA,24.14
"499",3753580,"Potters Hill CDP","61","Duplin ",755,141,5.35,82,18,83,17,48,128,103,65,71,140,0,0,737,0,0,0,0,0,18,755,0,507,37,243,196,18,13,0,0,507,37,439,31,269,44,0,0,0,0,38,13,0,0,63,59,36,0,16,0,0,51567,51567,63032,NA,19025,269,202,67,202,202,0,202,16,0,124,12,50,0,0,0,0,135,0,135,415,92,323,140,0,140,NA,0.75,0,4.16,4.16,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,4.16,NA,NA,4.16
"500",3753820,"Princeton town","101","Johnston ",1396,1226.1,1.14,169,118,91,68,73,186,218,127,128,88,111,19,706,289,13,0,0,327,61,1065,331,877,224,188,305,81,52,24,3,877,224,493,160,577,58,48,35,34,66,97,16,15,17,34,35,42,39,15,22,4,31349,31349,58194,27065,20913,577,233,344,233,160,73,233,6,18,72,39,93,2,0,3,0,440,32,408,732,98,634,218,12,206,66,0.78,0,0.24,0.24,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,0.24,NA,NA,0.24
"501",3753840,"Princeville town","65","Edgecombe ",2013,1330.4,1.51,64,206,182,108,209,156,143,217,318,290,93,27,61,1874,0,0,0,0,78,1940,73,1244,327,647,183,74,13,0,0,1244,327,830,87,719,111,15,66,83,60,58,32,22,21,79,97,33,21,16,5,0,33325,33325,41397,18523,14434,719,473,246,473,20,453,473,26,69,210,121,24,13,10,0,0,560,252,308,1043,218,825,410,50,360,57,0.96,0,19.13,19.13,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,19.13,NA,NA,19.13
"502",3753900,"Proctorville town","155","Robeson ",197,434,0.45,7,8,6,2,17,23,9,61,27,22,14,1,151,26,15,0,0,5,0,192,5,157,9,81,50,5,12,0,0,157,9,131,17,100,2,4,50,5,2,2,5,3,4,3,9,7,0,0,1,3,NA,NA,NA,31250,21549,100,84,16,84,69,15,84,46,9,14,8,7,0,0,0,0,23,4,19,137,9,128,37,1,36,51,0.78,0,7.25,7.25,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,7.25,NA,NA,7.25
"503",3753950,"Prospect CDP","155","Robeson ",810,206.2,3.93,57,46,21,32,126,145,72,96,94,64,50,7,21,0,789,0,0,0,0,810,0,528,60,157,133,157,21,0,0,528,60,290,178,288,17,10,38,44,0,0,7,0,22,17,9,43,51,0,23,7,58382,58382,77763,NA,31454,288,244,44,244,21,223,244,30,19,52,106,37,0,0,0,0,156,0,156,533,54,479,121,0,121,58,0.75,0,4.15,4.15,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,4.15,NA,NA,4.15
"504",3754160,"Pumpkin Center CDP","133","Onslow ",1850,1460.3,1.27,67,255,71,142,253,285,79,217,199,214,53,15,1425,216,7,20,0,0,182,1688,162,1062,124,246,455,168,47,0,22,1062,124,701,237,636,0,29,0,51,6,0,40,46,143,88,73,104,22,20,14,0,52619,52619,59850,47731,20546,636,469,167,469,355,114,469,19,0,65,224,152,0,9,0,0,531,84,447,1032,128,904,282,0,282,53,0.38,2.6,13.9,16.5,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,2.6,NA,NA,NA,13.9,NA,NA,16.5
"505",3754580,"Raeford city","93","Hoke ",4943,1153.8,4.28,205,395,404,270,292,629,552,504,758,503,171,260,1779,2110,297,0,0,429,328,4411,532,3377,484,1010,1222,392,163,93,13,3377,484,2232,661,1814,257,279,53,66,184,84,91,44,92,94,211,129,63,81,73,13,34231,34231,61675,16250,20705,1814,969,845,969,441,528,969,14,24,356,192,326,57,0,0,0,1226,475,751,2565,696,1869,752,64,688,65,0.92,0.23,3.38,3.62,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,0.23,NA,NA,NA,3.38,NA,NA,3.62
"506",3754600,"Raemon CDP","155","Robeson ",252,58.5,4.31,11,9,22,3,58,18,5,26,47,44,9,0,12,29,211,0,0,0,0,252,0,149,73,28,29,19,0,0,0,149,73,57,19,120,14,19,42,0,0,3,0,10,5,0,9,18,0,0,0,0,NA,NA,16607,NA,11883,120,92,28,92,3,89,92,28,24,40,0,0,0,0,0,0,45,10,35,154,35,119,53,36,17,52,0.94,0,7.35,7.35,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,7.35,NA,NA,7.35
"507",3755000,"Raleigh city","183","Wake ",469698,3192.7,147.12,26551,26751,26487,15807,58409,88760,67327,60137,48672,30851,13792,6154,270066,135758,1426,22717,179,19598,19954,418478,51220,315693,24485,49805,79015,103032,41873,10360,7123,315693,24485,128820,162388,187517,7388,5719,5830,7086,7580,8666,8118,8309,7920,14108,19752,25187,17333,12890,14339,17292,69720,69720,98688,47469,40520,187517,96520,90997,96520,67132,29388,96520,1228,798,2062,8142,44021,26470,8189,3539,2071,94291,15557,78734,305935,34406,271529,49421,3176,46245,NA,0.41,0.94,8.1,9.05,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,0.94,NA,NA,0.1,8.01,NA,NA,9.05
"508",3755040,"Ramseur town","151","Randolph ",2048,1028.3,1.99,286,177,222,153,112,278,145,168,130,180,123,74,1174,203,69,30,0,85,487,1543,505,1098,210,313,465,94,13,3,0,1098,210,778,110,680,172,56,72,54,21,64,28,21,48,60,35,33,3,6,7,0,23542,23542,46667,13000,12004,680,272,408,272,213,59,272,0,2,134,77,44,15,0,0,0,835,471,364,833,290,543,292,77,215,67,0.73,0.6,21.33,21.93,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,0.6,NA,NA,NA,21.33,NA,NA,21.93
"509",3755080,"Randleman city","151","Randolph ",4124,1014.9,4.06,512,200,332,185,467,504,399,756,390,220,111,48,3378,313,27,28,0,125,253,3862,262,2428,501,654,891,275,76,31,0,2428,501,1545,382,1444,158,100,56,45,70,42,40,113,39,108,187,202,93,100,49,42,57598,57598,62024,26477,24253,1444,1016,428,1016,756,260,1016,0,44,252,382,300,7,31,0,0,1202,403,799,2516,789,1727,379,34,345,7,0.71,0.01,4.95,4.96,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,0.01,NA,NA,NA,4.95,NA,NA,4.96
"510",3755260,"Ranlo town","71","Gaston ",3643,2004.1,1.82,288,383,334,97,305,474,544,467,247,362,111,31,2556,773,0,114,0,7,193,3146,497,2236,287,810,817,234,81,7,0,2236,287,1627,322,1262,28,99,59,80,51,45,30,48,47,82,164,307,138,14,26,44,66360,66360,71841,NA,25607,1262,907,355,907,664,243,907,6,27,157,290,403,0,24,0,0,1102,137,965,2037,232,1805,504,40,464,61,0.6,0.07,3.03,3.1,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,0.07,NA,NA,NA,3.03,NA,NA,3.1
"511",3755460,"Red Cross town","167","Stanly ",710,198.4,3.58,28,14,59,24,17,85,48,82,130,138,72,13,680,5,0,0,24,0,1,672,38,568,56,280,185,41,3,0,3,568,56,465,47,337,14,14,38,25,14,11,55,23,12,19,48,9,30,10,7,8,39777,39777,48750,22604,26446,337,254,83,254,247,7,254,5,10,50,38,100,46,3,0,2,101,10,91,362,48,314,223,15,208,NA,0.29,0,0.29,0.29,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,0.29,NA,NA,0.29
"512",3755640,"Red Oak town","127","Nash ",3446,176.4,19.53,90,117,251,79,143,172,297,515,594,851,203,134,3109,337,0,0,0,0,0,3436,10,2766,159,817,840,710,152,74,14,2766,159,1657,950,1479,15,64,42,18,101,80,53,36,47,108,275,177,168,73,89,133,73010,73010,74690,28633,44243,1479,1311,168,1311,1179,132,1311,65,38,109,174,742,183,0,0,0,537,12,525,1721,161,1560,1188,15,1173,73,0.29,0.19,3.53,3.72,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,0.19,NA,NA,NA,3.53,NA,NA,3.72
"513",3755660,"Red Springs town","155","Robeson ",3291,940.2,3.5,232,251,166,133,274,404,479,203,428,541,114,66,981,1557,537,0,0,123,93,2978,313,2235,450,732,566,442,37,8,0,2235,450,1298,487,1308,276,242,84,63,103,62,29,12,42,96,138,73,55,12,21,0,24427,24427,49286,11701,15880,1308,714,594,714,270,444,714,9,192,343,76,94,0,0,0,0,758,556,202,1787,637,1150,721,151,570,NA,0.94,0,11.36,11.36,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,11.36,NA,NA,11.36
"514",3755900,"Reidsville city","157","Rockingham ",13928,941.7,14.79,810,670,603,570,889,1962,1239,1908,1854,1607,1408,408,7702,5319,20,20,0,401,466,13446,482,10386,2009,3618,2837,1370,418,60,74,10386,2009,6455,1922,6466,556,855,378,565,496,306,432,344,314,387,480,875,241,124,64,49,35802,35802,48083,23439,21837,6466,3405,3061,3405,2340,1065,3405,93,260,1071,1163,618,141,53,0,6,2650,958,1692,7797,1818,5979,3178,424,2754,75,0.72,0.63,13.35,13.98,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,0.63,NA,NA,NA,13.35,NA,NA,13.98
"515",3755940,"Rennert town","155","Robeson ",400,362.7,1.1,30,18,33,8,40,69,80,41,34,35,6,6,24,65,261,0,0,48,2,358,42,271,68,71,101,22,9,0,0,271,68,172,31,166,48,7,6,10,13,13,15,4,4,2,16,3,20,5,0,0,29500,29500,31023,25938,16539,166,129,37,129,5,124,129,16,64,24,15,10,0,0,0,0,83,17,66,264,89,175,47,9,38,55,0.92,0,10.05,10.05,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,10.05,NA,NA,10.05
"516",3756240,"Rhodhiss town","27, 23","Caldwell, Burke ",993,836,1.19,46,39,98,128,124,124,115,107,111,48,45,8,896,2,0,20,0,67,8,911,82,558,148,278,93,27,12,0,0,558,148,371,39,347,34,27,22,27,27,6,36,22,26,36,19,21,30,6,0,8,38625,38625,38500,42578,19602,347,224,123,224,214,10,224,32,26,121,37,3,0,3,0,2,311,48,263,581,101,480,101,25,76,NA,0.58,0,9.08,9.08,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,9.08,NA,NA,9.08
"517",3756340,"Richfield town","167","Stanly ",892,368.2,2.42,78,57,19,38,95,160,60,163,102,91,27,2,834,13,0,37,0,4,4,888,4,605,39,120,295,86,54,4,7,605,39,415,151,297,7,6,0,13,21,6,36,5,0,13,79,56,20,15,20,0,67028,67028,70500,36927,23974,297,236,61,236,217,19,236,3,0,34,36,107,46,4,0,6,192,18,174,580,21,559,120,7,113,6,0.47,0,4.91,4.91,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,4.91,NA,NA,4.91
"518",3756360,"Richlands town","133","Onslow ",2870,1758.7,1.63,213,236,459,95,231,593,507,222,125,102,66,21,2072,449,4,27,39,38,241,2657,213,1636,126,550,658,132,166,2,2,1636,126,1208,302,818,71,59,21,47,34,59,36,50,18,110,63,86,73,17,72,2,52059,52059,66979,34271,20458,818,438,380,438,308,130,438,2,0,32,86,309,7,0,2,0,1003,174,829,1678,314,1364,189,33,156,68,0.42,1.57,12.65,14.22,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,1.57,NA,NA,NA,12.65,NA,NA,14.22
"519",3756600,"Riegelwood CDP","47","Columbus ",691,224,3.08,22,93,13,0,92,157,47,18,119,102,28,0,580,45,24,0,0,0,42,667,24,471,21,242,197,11,0,0,0,471,21,439,11,252,31,0,10,14,8,12,42,0,0,33,48,9,43,0,0,2,51406,51406,59531,36161,20327,252,189,63,189,179,10,189,0,10,16,24,139,0,0,0,0,128,46,82,433,30,403,130,31,99,NA,0.79,0,17.89,17.89,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,NA,NA,NA,1.5,16.39,NA,NA,17.89
"520",3756710,"River Bend town","49","Craven",3036,1208.2,2.51,55,114,51,39,234,290,249,502,527,547,292,136,2458,249,50,197,0,0,82,2790,246,2543,177,538,1005,468,325,22,8,2543,177,1543,823,1343,67,21,14,60,96,63,75,80,37,99,165,242,160,24,49,91,67750,67750,73321,40806,35254,1343,1146,197,1146,1023,123,1146,0,0,139,223,633,151,0,0,0,238,9,229,1802,278,1524,975,17,958,72,0.32,1.56,40.65,42.21,8,"Channel Run Phase II","River Bend, specifically in the Channel Run Subdivision, is subject to frequent flooding due to its topography. Following Hurricane Florence, the town contracted with an engineer to investigate the area, assess elevations, and make recommendations to improve drainage to reduce flooding. Golden LEAF flood mitigation grant funds will be used to implement Phase II of the project, re-grading and resloping natural drainage infrastructure (ditches) throughout the community. Completion of Phase II will ensure that water flows efficiently and effectively to mitigate flooding. All of the work will be done within the town's rights-of-way or within stormwater outfall lines already owned by the town. The town will contribute funds to complete the project. There are households located in the immediate project areas, with additional households in the neighborhood that will also benefit from reduced flooding after completion of Phase II. This project will also reduce flooding on a primary road through the development. ","Town of River Bend","Local Government","Infrastructure","3/14/22","Golden LEAF Foundation Flood Mitigation Program",NA,NA,2022,"6/2/22",250000,250000,"River Bend","Craven",NA,1.56,NA,NA,NA,40.65,NA,NA,42.21
"521",3756710,"River Bend town","49","Craven",3036,1208.2,2.51,55,114,51,39,234,290,249,502,527,547,292,136,2458,249,50,197,0,0,82,2790,246,2543,177,538,1005,468,325,22,8,2543,177,1543,823,1343,67,21,14,60,96,63,75,80,37,99,165,242,160,24,49,91,67750,67750,73321,40806,35254,1343,1146,197,1146,1023,123,1146,0,0,139,223,633,151,0,0,0,238,9,229,1802,278,1524,975,17,958,72,0.32,1.56,40.65,42.21,22,"Rose Street Pump Retrofit","The City of New Bern experiences flooding along Rose Street in the Duffyfield community during frequent rain events. The flooding can take up to 2 weeks to fully dewater. In 2020, the city completed a multiphase feasibility study to create the Duffyfield Resiliency Improvement Initiative. Retrofitting of the stormwater pump station on Rose Street was identified as one of the projects to reduce repetitive flooding in this area. Golden LEAF flood mitigation grant funds will be used to modify the existing stormwater pump to allow for better mitigation against larger storm events and lowering the water levels in the Duffyfield community. The city is currently pursuing funding from the NC Land and Water Fund, the NC DOJ Environmental Enhancement Grant, and a Resilient Coastal Communities Grant to implement strategies identified. There are households, businesses, other public and private entities, and a healthcare facility that are in the immediate project area that will benefit from this project. ","City of New Bern","Local Government","Infrastructure","6/30/22","Golden LEAF Foundation Flood Mitigation Program",NA,NA,2022,"10/6/22",249760,249760,"New Bern","Craven",NA,1.56,NA,NA,NA,40.65,NA,NA,42.21
"522",3756815,"River Road CDP","13","Beaufort ",3578,504.7,7.09,190,99,104,216,201,471,346,724,412,398,193,224,2865,665,0,0,0,0,48,3157,421,2768,451,620,871,376,251,177,22,2768,451,1491,826,1802,186,179,117,63,106,150,38,152,0,45,268,163,119,81,52,83,41845,41845,64554,23433,34879,1802,1235,567,1235,1021,214,1235,165,21,127,217,431,212,0,40,22,609,278,331,2154,516,1638,815,14,801,55,0.49,13.68,46.45,60.13,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,13.68,NA,NA,NA,46.45,NA,NA,60.13
"523",3756900,"Roanoke Rapids city","83","Halifax ",14562,1469,9.91,917,738,1533,639,1103,1879,1572,1631,1832,1646,822,250,8122,5339,206,212,64,1,618,13865,697,9632,1446,3474,2761,1183,606,103,59,9632,1446,6235,1951,6118,777,684,496,175,347,211,489,184,288,605,414,707,252,133,185,171,38500,38500,60307,18920,22820,6118,2905,3213,2905,2169,736,2905,73,143,1077,781,686,115,6,9,15,3729,1206,2523,7988,1850,6138,2631,538,2093,64,0.8,6.16,7.45,13.61,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,6.16,NA,NA,NA,7.45,NA,NA,13.61
"524",3757000,"Robbins town","125","Moore ",1615,1014.4,1.59,141,210,117,66,238,213,229,137,114,77,60,13,1103,135,0,19,0,199,159,968,647,843,385,250,167,12,15,2,12,843,385,417,41,558,33,36,76,32,19,7,57,112,32,48,36,18,14,9,16,13,42743,42743,51103,36151,18456,558,225,333,225,115,110,225,34,25,95,38,24,0,5,0,4,460,172,288,931,215,716,150,37,113,64,0.78,2.66,10.8,13.46,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,2.66,NA,NA,NA,10.8,NA,NA,13.46
"525",3757020,"Robbinsville town","75","Graham ",854,1286,0.66,90,21,56,15,92,65,62,150,106,66,43,88,615,13,15,0,1,210,0,590,264,580,264,125,153,28,4,6,0,580,264,278,38,387,125,57,37,42,0,10,7,7,34,29,16,21,2,0,0,0,16150,16150,NA,13488,13507,387,115,272,115,101,14,115,61,9,29,11,3,2,0,0,0,182,73,109,461,217,244,110,48,62,49,0.83,5.01,11.81,16.82,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,5.01,NA,NA,NA,11.81,NA,NA,16.82
"526",3757039,"Roberdel CDP","153","Richmond ",369,559,0.66,25,0,0,0,105,0,49,96,72,22,0,0,273,0,96,0,0,0,0,369,0,239,70,45,97,27,0,0,0,239,70,142,27,153,0,22,0,20,0,0,0,48,0,0,49,14,0,0,0,0,NA,NA,NA,NA,19966,153,153,0,153,153,0,153,0,48,42,63,0,0,0,0,0,25,0,25,322,85,237,22,0,22,NA,0.7,0.24,10.59,10.84,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,0.24,NA,NA,NA,10.59,NA,NA,10.84
"527",3757100,"Robersonville town","117","Martin ",1601,1321,1.21,87,72,38,79,79,245,107,148,283,310,119,34,461,1070,0,25,0,0,45,1572,29,1246,170,558,362,122,8,0,26,1246,170,920,156,721,36,43,50,79,61,50,28,34,20,77,125,62,39,6,0,11,41776,41776,58250,26250,22841,721,477,244,477,150,327,477,0,46,265,60,68,17,19,0,2,274,91,183,862,164,698,463,8,455,56,0.79,0,0.03,0.03,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,0.03,NA,NA,0.03
"528",3757200,"Rockfish CDP","93","Hoke ",3700,746.9,4.95,178,158,225,196,330,651,611,531,393,252,175,0,2128,802,93,158,0,192,327,3330,370,2613,148,889,1170,393,0,0,13,2613,148,2059,406,1440,58,70,13,49,0,80,17,66,58,262,177,249,185,13,143,0,63882,63882,75368,50810,29750,1440,1127,313,1127,795,332,1127,39,14,127,423,458,53,13,0,0,753,63,690,2516,167,2349,427,31,396,6,0.5,0.63,7.51,8.14,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,0.63,NA,NA,NA,7.51,NA,NA,8.14
"529",3757260,"Rockingham city","153","Richmond ",8771,1147.6,7.64,525,292,784,292,803,1103,893,1070,1219,942,641,207,5392,3026,84,93,0,21,155,8334,437,6075,699,1819,2398,889,233,21,16,6075,699,4217,1159,3830,585,459,293,161,279,126,235,122,131,215,276,471,341,44,42,50,35909,35909,53013,14981,22407,3830,2045,1785,2045,1695,350,2045,122,143,750,486,471,71,2,0,0,1848,868,980,4972,1118,3854,1724,297,1427,75,0.75,1,10.38,11.38,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,1,NA,NA,NA,10.38,NA,NA,11.38
"530",3757340,"Rockwell town","159","Rowan ",2090,1230.5,1.7,143,136,136,57,134,236,318,259,263,160,216,32,1853,61,23,0,0,41,112,2030,60,1484,202,413,472,366,22,9,0,1484,202,885,397,815,19,0,26,73,48,139,32,10,62,82,123,98,35,29,39,0,49750,49750,64250,31462,24132,815,485,330,485,473,12,485,20,5,71,208,174,7,0,0,0,467,18,449,1210,113,1097,408,48,360,71,0.61,0,3.63,3.63,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,3.63,NA,NA,3.63
"531",3757500,"Rocky Mount city","127, 65","Nash, Edgecombe ",54330,1207.8,44.98,2723,3341,3731,1973,5134,6340,6481,6955,7484,5953,2587,1628,17042,34312,146,796,12,998,1024,52304,2026,37428,5530,13066,10926,5133,2377,283,113,37428,5530,23992,7906,22475,2315,1865,1268,1102,1012,1584,1528,727,1664,1786,2237,2166,1218,796,516,691,42691,42691,58929,31845,24544,22475,11450,11025,11450,5525,5925,11450,784,945,3332,3169,2444,574,145,12,45,11670,3359,8311,31797,5823,25974,9833,1344,8489,NA,0.72,5.06,17.78,22.84,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,5.06,NA,NA,NA,17.78,NA,NA,22.84
"532",3757540,"Rocky Point CDP","141","Pender ",1644,238.4,6.9,78,193,153,40,58,178,206,298,214,60,166,0,937,151,0,0,0,556,0,1036,608,1122,406,228,326,116,46,0,0,1122,406,554,162,627,48,52,50,105,23,40,21,32,53,18,48,55,5,5,17,55,32219,32219,45833,21082,24447,627,466,161,466,368,98,466,5,39,83,55,236,48,0,0,0,464,128,336,954,224,730,226,11,215,NA,0.7,0,0.06,0.06,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,0.06,NA,NA,0.06
"533",3757580,"Rodanthe CDP","55","Dare ",178,186.2,0.96,0,0,0,0,0,35,0,32,74,37,0,0,99,52,0,0,0,0,27,126,52,178,0,22,58,78,0,20,0,178,0,80,98,110,0,0,0,0,37,0,0,0,0,26,27,0,0,0,20,0,55000,55000,50625,NA,42260,110,83,27,83,63,20,83,0,0,0,0,18,57,0,8,0,0,0,0,141,0,141,37,0,37,NA,0.6,0.24,96.88,97.12,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,0.24,NA,NA,NA,61.61,35.26,NA,97.12
"534",3757640,"Rolesville town","183","Wake ",8002,1640.9,4.88,932,626,1051,268,226,387,1929,1174,298,721,375,15,4850,2203,0,188,0,325,436,7534,468,4899,144,601,1094,1808,1154,73,25,4899,144,1695,3060,2595,0,8,6,150,106,35,130,71,74,50,87,343,221,354,406,554,126793,126793,137478,35700,42578,2595,2259,336,2259,1307,952,2259,0,0,4,27,832,1176,220,0,0,2877,34,2843,4014,40,3974,1111,0,1111,89,0.22,0.17,1.61,1.78,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,0.17,NA,NA,0,1.61,NA,NA,1.78
"535",3757700,"Ronda town","193","Wilkes ",824,760.1,1.08,116,72,72,51,77,192,45,77,42,56,22,2,819,0,0,0,0,0,5,727,97,436,158,108,124,36,6,0,4,436,158,232,46,238,6,20,45,7,12,8,11,29,8,11,15,21,7,34,4,0,41250,41250,62500,18750,15926,238,138,100,138,138,0,138,5,37,49,16,29,1,0,0,1,311,116,195,433,120,313,80,5,75,58,0.51,2.26,10.48,12.75,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,2.26,NA,NA,NA,10.48,NA,NA,12.75
