"","Place.FIPS","Geography.Name","County.FIPS","County.Name","Total.Population","Population.Density..Per.Sq..Mile.","Area..Land.","Under.5.Years","X5.to.9.Years","X10.to.14.Years","X15.to.17.Years","X18.to.24.Years","X25.to.34.Years","X35.to.44.Years","X45.to.54.Years","X55.to.64.Years","X65.to.74.Years","X75.to.84.Years","X85.Years.and.Over","White.Alone","Black.or.African.American.Alone","American.Indian.and.Alaska.Native.Alone","Asian.Alone","Native.Hawaiian.and.Other.Pacific.Islander.Alone","Some.Other.Race.Alone","Two.or.More.Races","Not.Hispanic.or.Latino.","Hispanic.or.Latino","Population.25.Years.and.Over.","Less.than.High.School","High.School.Graduate..Includes.Equivalency.","Some.College","Bachelor.s.Degree","Master.s.Degree","Professional.School.Degree","Doctorate.Degree","Population.25.Years.and.Over..1","Less.than.High.School.1","High.School.Diploma","Bachelor.s.Degree.or.Better","Households.","Less.than..10.000","X.10.000.to..14.999","X.15.000.to..19.999","X.20.000.to..24.999","X.25.000.to..29.999","X.30.000.to..34.999","X.35.000.to..39.999","X.40.000.to..44.999","X.45.000.to..49.999","X.50.000.to..59.999","X.60.000.to..74.999","X.75.000.to..99.999","X.100.000.to..124.999","X.125.000.to..149.999","X.150.000.to..199.999","X.200.000.or.More","Median.Household.Income..In.2020.Inflation.Adjusted.Dollars.","Median.Household.Income.Occupied.Housing.Units.","Owner.Occupied","Renter.Occupied","Per.Capita.Income..In.2020.Inflation.Adjusted.Dollars.","Occupied.Housing.Units.","Owner.Occupied.1","Renter.Occupied.1","Owner.Occupied.Housing.Units.","White.Alone..Not.Hispanic.or.Latino.Homeowners.","Non.White.Homeowners","Owner.Occupied.Housing.Units..1","Less.than..20.000","X.20.000.to..49.999","X.50.000.to..99.999","X.100.000.to..149.999","X.150.000.to..299.999","X.300.000.to..499.999","X.500.000.to..749.999","X.750.000.to..999.999","X.1.000.000.or.More","Population.Under.18.Years.of.Age.for.Whom.Poverty.Status.Is.Determined.","Living.in.Poverty","At.or.Above.Poverty.Level","Population.Age.18.to.64.for.Whom.Poverty.Status..Is.Determined.","Living.in.Poverty.1","At.or.Above.Poverty.Level.1","Population.Age.65.and.Over.for.Whom.Poverty..Status.Is.Determined.","Living.in.Poverty.2","At.or.Above.Poverty.Level.2","Rural.Capacity..Headwaters.Index.","Social.Vulnerability..CDC.Index.","Percent.of.Land.in.500.Year.Floodplain","Percent.of.Land.in.100.Year.Floodplain","Total.Percent.of.Land.at.Some.Level.of.Flood.Risk","Application.Number","Project.Title","Project.Description","Applicant","Applicant.Type","Project.Type","Application.Date","State.Agency.Requested.for.Funding","Funding.Request....","Total.Project.Budget....","Funding.Decision.Year","Award.Date","Grant.Award....","Encumbered....","City.Town","County","Place.ID","X0.2.PCT.ANNUAL.CHANCE.FLOOD.HAZARD","X0.2.PCT.ANNUAL.CHANCE.FLOOD.HAZARD.CONTAINED.IN.CHANNEL","X0.2.PCT.ANNUAL.CHANCE.HAZARD","A","AE","VE","X.blank.","Grand.Total"
"148",3715040,"Cove Creek CDP","189","Watauga",1087,127.3,8.54,63,4,0,114,24,81,125,184,116,348,21,7,917,0,0,0,0,170,0,917,170,882,86,209,325,181,66,0,15,882,86,534,262,440,7,61,0,14,0,20,22,25,73,60,54,33,22,27,16,6,47432,47432,50926,NA,27296,440,394,46,394,374,20,394,7,2,8,39,211,90,37,0,0,181,91,90,530,71,459,376,23,353,NA,0.46,0.17,2.82,2.99,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,0.17,NA,NA,NA,2.82,NA,NA,2.99
"149",3715260,"Cramerton town","71","Gaston",4417,1145.2,3.86,249,350,254,81,215,726,547,681,720,331,210,53,3616,400,66,181,0,73,81,4281,136,3268,152,813,1037,851,280,97,38,3268,152,1850,1266,1757,16,57,7,22,63,85,43,80,31,124,182,391,169,116,234,137,87927,87927,97000,75426,42714,1757,1168,589,1168,1064,104,1168,7,7,68,254,467,201,139,0,25,924,22,902,2889,94,2795,578,44,534,85,0.3,1.23,17.65,18.89,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,1.23,NA,NA,0.17,17.48,NA,NA,18.89
"150",3715320,"Creedmoor city","77","Granville",4539,849.1,5.35,520,360,151,240,438,520,694,796,347,257,213,3,2472,1405,34,29,83,48,468,4109,430,2830,272,686,874,667,276,46,9,2830,272,1560,998,1657,76,103,34,30,0,0,128,93,12,114,212,308,200,224,76,47,78119,78119,81638,NA,29106,1657,1458,199,1458,912,546,1458,15,0,27,296,1085,35,0,0,0,1261,227,1034,2792,410,2382,467,49,418,75,0.28,0,11.86,11.86,10,"Oxford Stormwater Master Plan","The City of Oxford experiences flooding throughout the city during heavy, unnamed, non-tropical rain events. During these flooding events, public works staff cannot access critical infrastructure at the wastewater treatment plant. The city has begun to prioritize stormwater management over the past few years including stormwater mitigation efforts along Goshen Street. To create a master plan, the applicant is requesting Golden LEAF flood mitigation grant funds to map stormwater infrastructure within the entire jurisdiction and perform modeling along sub-basins west and parallel to College Street and Martin Luther King Jr. Avenue. Additional data collection, modeling of existing watersheds, and the development of concept plans and alternatives will also be completed. The city plans to use the data acquired from this project for future stormwater improvement grant opportunities and to prioritize projects funded by their stormwater utility fund. The entire city will benefit from this project.","City of Oxford","Local Government","Planning","3/9/22","Golden LEAF Foundation Flood Mitigation Program",NA,NA,2022,"8/4/22",125000,125000,"Oxford","Granville",NA,NA,NA,NA,NA,11.86,NA,NA,11.86
"151",3715420,"Creswell town","187","Washington",161,284.5,0.57,12,3,5,0,19,16,17,27,27,3,26,6,92,54,12,0,0,3,0,146,15,122,12,69,28,12,1,0,0,122,12,97,13,89,17,11,0,13,10,1,5,1,10,6,2,10,0,0,0,3,25875,25875,27125,NA,37219,89,43,46,43,31,12,43,0,0,10,26,7,0,0,0,0,20,8,12,106,21,85,35,7,28,43,0.79,1.23,20.43,21.66,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,1.23,NA,NA,NA,20.43,NA,NA,21.66
"152",3715440,"Cricket CDP","193","Wilkes",2453,693.6,3.54,73,151,247,89,383,406,239,236,236,301,82,10,2216,8,0,0,0,190,39,2032,421,1510,343,585,339,211,17,0,15,1510,343,924,243,934,33,15,44,50,61,260,37,15,34,106,170,35,24,35,0,15,35345,35345,54107,31547,19410,934,515,419,515,433,82,515,20,26,176,198,76,10,0,0,9,533,245,288,1500,258,1242,393,15,378,56,0.76,0.03,0.35,0.38,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,0.03,NA,NA,NA,0.35,NA,NA,0.38
"153",3715580,"Crossnore town","11","Avery",146,326.1,0.45,9,0,49,50,0,4,12,0,7,15,0,0,112,34,0,0,0,0,0,146,0,38,0,7,22,6,0,3,0,38,0,29,9,19,0,0,0,0,0,0,4,0,0,4,0,8,3,0,0,0,79375,79375,79375,NA,8595,19,19,0,19,19,0,19,0,0,6,0,13,0,0,0,0,13,0,13,23,0,23,15,0,15,48,0.47,0.84,5.39,6.23,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,0.84,NA,NA,NA,5.39,NA,NA,6.23
"154",3715640,"Crouse CDP","109","Lincoln",143,126,1.14,0,0,19,12,50,13,16,0,33,0,0,0,143,0,0,0,0,0,0,143,0,62,0,0,13,49,0,0,0,62,0,13,49,44,0,0,0,0,0,0,0,0,0,0,16,0,0,0,11,17,153864,153864,NA,NA,45928,44,33,11,33,33,0,33,0,0,0,0,16,17,0,0,0,31,0,31,112,12,100,0,0,0,NA,0.59,1.09,8.66,9.74,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,1.09,NA,NA,NA,8.66,NA,NA,9.74
"155",3715880,"Cullowhee CDP","99","Jackson",6798,1785.2,3.81,30,161,137,55,5278,704,189,69,95,24,56,0,5899,639,18,84,0,37,121,6323,475,1137,57,146,268,405,223,0,38,1137,57,414,666,1399,267,241,126,46,9,241,132,29,20,66,91,96,15,20,0,0,30168,30168,92704,17066,8575,1399,188,1211,188,181,7,188,0,0,0,22,71,49,0,0,46,359,0,359,2858,1553,1305,80,17,63,74,0.57,3.47,16.16,19.63,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,3.47,NA,NA,NA,16.16,NA,NA,19.63
"156",3716084,"Cypress Landing CDP","13","Beaufort",1383,587.2,2.36,46,16,99,6,11,66,98,119,138,499,257,28,1382,0,0,0,0,0,1,1366,17,1205,0,139,435,325,148,37,121,1205,0,574,631,632,20,0,73,17,12,11,82,0,10,23,67,81,32,67,103,34,80250,80250,73750,140993,45976,632,571,61,571,562,9,571,0,10,0,8,188,338,17,10,0,167,6,161,432,9,423,784,31,753,NA,0.32,0.87,24.63,25.5,12,"Town of Aurora Drainage Ditch and Tributary Maintenance and Easement Plan","The Town of Aurora experiences frequent flooding in heavy rainfall events, specifically in the northeast section of town. The ditches and tributaries no longer empty water at the speed at which they did previously. Aurora participated in the N.C. Resilient Coastal Communities Program and, through a public input process, prioritized assessing this existing infrastructure to address flooding. Golden LEAF flood mitigation grant funds will be used to create a maintenance plan and schedule for all the ditches and tributaries within the town’s jurisdiction and to determine a list of easements that will be required to implement the recommendations for maintenance. The entire town will benefit from the completion of this project.","Town of Aurora","Local Government","Planning","4/27/22","Golden LEAF Foundation Flood Mitigation Program",NA,NA,2022,"8/4/22",225000,225000,"Aurora","Beaufort",NA,0.87,NA,NA,NA,24.63,NA,NA,25.5
"157",3716180,"Dallas town","71","Gaston",4744,1614.8,2.94,279,289,239,382,267,555,913,604,641,382,140,53,3198,1213,21,55,0,130,127,4136,608,3288,690,975,1192,344,87,0,0,3288,690,2167,431,1673,120,112,164,149,47,78,94,53,99,151,152,161,161,41,48,43,46189,46189,63077,30724,24284,1673,936,737,936,694,242,936,21,67,168,250,419,4,0,0,7,1173,151,1022,2980,481,2499,575,42,533,7,0.64,1.71,6.5,8.2,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,1.71,NA,NA,NA,6.5,NA,NA,8.2
"158",3716220,"Dana CDP","89","Henderson",3830,430.1,8.9,200,382,395,212,164,347,769,352,347,449,176,37,3563,116,0,0,0,28,123,2792,1038,2477,453,751,882,302,55,20,14,2477,453,1633,391,1427,47,64,141,193,56,87,29,46,129,50,164,227,110,66,0,18,47547,47547,60234,23611,21306,1427,1099,328,1099,929,170,1099,96,23,179,222,423,123,33,0,0,1189,312,877,1979,221,1758,662,37,625,NA,0.6,0.1,0.87,0.98,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,NA,NA,0.1,NA,0.87,NA,NA,0.98
"159",3716240,"Danbury town","169","Stokes",211,281.3,0.75,0,0,0,25,38,1,22,74,21,23,5,2,197,7,0,0,0,0,7,211,0,148,17,25,45,53,6,0,2,148,17,70,61,60,0,5,4,1,0,2,1,0,2,8,0,36,0,0,0,1,85909,85909,86023,NA,22060,60,59,1,59,59,0,59,0,6,12,25,5,11,0,0,0,25,0,25,98,0,98,23,0,23,73,0.36,0,3.9,3.9,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,3.9,NA,NA,3.9
"160",3716400,"Davidson town","119, 97","Mecklenburg, Iredell",12920,2052.3,6.3,573,944,916,471,2252,804,1355,1827,1722,1304,571,181,11300,1035,0,204,7,37,337,12250,670,7764,214,397,1420,3389,1628,457,259,7764,214,1817,5733,4473,119,59,144,88,59,20,138,102,90,282,196,340,494,420,478,1444,131144,131144,150028,65641,59532,4473,3555,918,3555,3255,300,3555,41,0,15,28,795,1206,768,385,317,2868,194,2674,6385,424,5961,1999,54,1945,NA,0.11,0.04,12.44,12.48,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,0.04,NA,NA,NA,12.44,NA,NA,12.48
"161",3716480,"Davis CDP","31","Carteret",226,103.6,2.18,0,0,23,33,0,0,59,23,0,8,73,7,226,0,0,0,0,0,0,226,0,170,0,72,89,0,9,0,0,170,0,161,9,105,0,7,0,25,13,0,9,0,12,7,8,0,9,0,15,0,39583,39583,48542,NA,30658,105,92,13,92,92,0,92,0,0,0,36,25,15,16,0,0,56,0,56,82,0,82,88,0,88,NA,0.23,0,100,100,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,100,NA,NA,100
"162",3716720,"Deep Run CDP","107","Lenoir",537,189.2,2.84,11,41,32,60,13,94,90,39,47,47,15,48,526,11,0,0,0,0,0,533,4,380,52,96,225,7,0,0,0,380,52,321,7,226,0,11,0,0,15,0,48,0,0,12,33,77,30,0,0,0,67045,67045,75519,NA,27047,226,182,44,182,182,0,182,0,45,130,7,0,0,0,0,0,144,0,144,283,18,265,110,0,110,NA,0.81,0.68,8.82,9.5,11,"Engineering Costs for Planning and Development of Flood Mitigation Solutions for the Adkin Branch Stream","The City of Kinston experiences flooding along Adkin Branch which runs through many residential areas and commercial/business districts. When flooding occurs along Adkin Branch, residents are restricted from accessing emergency services and nearby medical offices. The city will use Golden LEAF flood mitigation grant funds to review existing data sources, collect additional data from field surveys, begin permitting processes, and to update existing models as needed. The city will also use funds for project coordination, and to develop a plan for flood mitigation solutions. The city has committed to funding remaining costs associated with this project from its stormwater utility fund. The city has also received funding from North Carolina Emergency Management for Stage 2 improvements along Adkin Branch. Households in the immediate project area and surrounding areas in the city will benefit from this project.","City of Kinston","Local Government","Planning","3/21/22","Golden LEAF Foundation Flood Mitigation Program",NA,NA,2022,"8/4/22",250000,250000,"Kinston","Lenoir",NA,0.68,NA,NA,NA,8.82,NA,NA,9.5
"163",3716780,"Delco CDP","47","Columbus",128,84.9,1.51,0,0,0,0,7,27,12,0,20,62,0,0,88,0,40,0,0,0,0,128,0,121,0,32,62,27,0,0,0,121,0,94,27,57,0,10,0,9,0,7,10,0,0,10,11,0,0,0,0,0,35625,35625,35625,NA,18527,57,57,0,57,57,0,57,9,0,17,20,11,0,0,0,0,0,0,0,66,0,66,62,10,52,NA,0.79,0,19.61,19.61,14,"Hickman Road Flood Mitigation","The Town of Tabor City reports that the existing drainage ditch running perpendicular to Hickman Road in the southern part of town is prone to frequent flooding during heavy rain events. Streets and residential properties in the area are often left flooded for extended periods of time. Golden LEAF flood mitigation grant funds will be used to install infrastructure to enclose the ditch and improve drainage to eliminate flooding in the area. An exposed water line running along the slope of the ditch will be abandoned and water services will be reconnected to existing water lines located upstream. Households and vehicles traveling on adjacent roads in the immediate project area will benefit from this project.","Town of Tabor City","Local Government","Infrastructure","5/10/22","Golden LEAF Foundation Flood Mitigation Program",NA,NA,2022,"8/4/22",175000,175000,"Tabor City","Columbus",NA,NA,NA,NA,NA,19.61,NA,NA,19.61
"164",3716860,"Delway CDP","163","Sampson",30,3.1,9.61,0,0,0,0,0,0,0,0,0,13,17,0,30,0,0,0,0,0,0,30,0,30,0,30,0,0,0,0,0,30,0,30,0,13,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,41,0.85,0,2.23,2.23,9,"Clinton Weeks Street Hazard Mitigation Project 2022","The City of Clinton experiences frequent flooding along Weeks Street, including three major flooding events in 2021. During flooding events along Weeks Street, emergency vehicles are unable to access residences and surrounding roads (including Highway 24) are overtopped. A 2020 preliminary drainage feasibility study found that flooding is likely caused by an undersized pipe system with minimal elevation change. Currently, the existing drainage route runs along Weeks Street into the drainage route from Smithfield Packing Company. Golden LEAF flood mitigation grant funds will be used to reroute the existing drainage system into a separate path to cross Highway 24 and into an existing farm ditch. Additional curb inlets and reinforced concrete pipe will be installed to support the design. City and other funds will be used to improve the existing farm ditch which currently collects runoff. Households in the project area and vehicles traveling on adjacent roads will benefit from this project.","Town of Clinton","Local Government","Infrastructure","2/28/22","Golden LEAF Foundation Flood Mitigation Program",NA,NA,2022,"8/4/22",250000,250000,"Clinton","Sampson",NA,NA,NA,NA,NA,2.23,NA,NA,2.23
"165",3717000,"Denver CDP","109","Lincoln",2964,500.1,5.93,228,210,113,58,155,249,456,422,525,340,148,60,2627,147,0,116,0,0,74,2856,108,2200,128,637,908,370,97,23,37,2200,128,1545,527,1268,108,55,44,68,161,136,0,30,61,137,104,47,161,16,81,59,46311,46311,59625,31966,30053,1268,789,479,789,748,41,789,64,20,113,63,390,132,0,7,0,609,0,609,1807,226,1581,548,39,509,NA,0.28,0.23,1.99,2.22,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,0.23,NA,NA,NA,1.99,NA,NA,2.22
"166",3717180,"Dillsboro town","99","Jackson",219,458,0.48,6,10,5,15,16,43,31,17,14,24,34,4,182,2,5,0,0,6,24,217,2,167,5,30,44,46,33,2,7,167,5,74,88,114,10,8,18,6,2,6,6,0,5,4,17,21,6,2,3,0,48000,48000,73750,17054,29304,114,59,55,59,56,3,59,0,0,12,4,39,2,2,0,0,31,5,26,121,11,110,62,8,54,64,0.35,7.31,16.5,23.82,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,7.31,NA,NA,NA,16.5,NA,NA,23.82
"167",3717325,"Dobbins Heights town","153","Richmond",836,947,0.88,49,26,43,16,96,194,43,82,138,115,32,2,165,631,27,0,0,2,11,802,34,606,122,251,185,48,0,0,0,606,122,436,48,425,124,7,85,38,19,33,5,7,0,11,59,27,8,0,2,0,19583,19583,24453,15324,15064,425,226,199,226,32,194,226,8,115,85,5,10,3,0,0,0,134,65,69,553,176,377,149,16,133,52,0.88,0,0.84,0.84,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,0.84,NA,NA,0.84
"168",3717340,"Dobson town","171","Surry",1511,744.1,2.03,59,41,51,93,147,199,203,244,121,186,97,70,1279,88,0,87,0,17,40,1384,127,1120,155,285,419,182,53,22,4,1120,155,704,261,594,68,47,43,17,31,26,10,37,23,78,69,45,64,16,10,10,46957,46957,72500,30000,26955,594,282,312,282,256,26,282,0,18,73,94,74,23,0,0,0,229,14,215,780,132,648,287,28,259,77,0.67,0,0.42,0.42,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,0.42,NA,NA,0.42
"169",3717520,"Dortches town","127","Nash",978,120.9,8.09,40,29,45,25,139,55,106,175,158,124,66,16,628,330,10,0,0,0,10,968,10,700,71,217,238,107,46,18,3,700,71,455,174,351,23,4,6,11,15,11,21,18,18,35,54,34,31,15,18,37,63942,63942,72222,36382,36274,351,288,63,288,202,86,288,4,7,53,67,128,25,4,0,0,139,18,121,633,57,576,206,14,192,6,0.49,0.16,1.51,1.67,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,0.16,NA,NA,NA,1.51,NA,NA,1.67
"170",3717860,"Drexel town","23","Burke",1725,1248.5,1.38,62,70,60,24,117,207,179,265,344,260,104,33,1568,42,0,51,0,32,32,1628,97,1392,152,456,504,163,67,17,33,1392,152,960,280,744,42,43,24,36,47,42,23,41,21,75,98,128,81,22,8,13,57609,57609,62300,27054,29217,744,576,168,576,527,49,576,21,10,169,164,195,17,0,0,0,216,51,165,1101,117,984,301,23,278,78,0.66,0.18,2.09,2.27,19,"Bethel Park Stream Restoration Phase 1","Bethel Park is a highly utilized recreational park located at the convergence of East Prong Hunting Creek and Fiddlers Run in the City of Morganton. The park currently experiences frequent flooding during heavy rainfall events resulting in standing water and sediment deposition around the athletic field and on the majority of the walking trail encompassing the outer park boundary. Area residents also report flooding impacting their property. The city had a detailed assessment of the watershed conducted, including hydrologic and hydraulic modeling to determine necessary improvements. The overall proposed project involves two phases. Golden LEAF flood mitigation grant funds will be used to support implementation of Phase I which includes stream restoration for East Prong Hunting Creek including excavating a lower floodplain at the elevation of the existing incised stream channel, excavating floodplain benches along the new stream alignment to provide increased flow capacity, establishing a riparian buffer along the banks of East Prong Hunting Creek, constructing bioretention swales to direct overbank stormwater flows into the streams, replacing an existing bridge once the stream is widened, redesigning an existing culvert to improve flow, relocating an existing dog park away from the stream to reduce the pollutant load to downstream receiving waters, and elevating recreational areas such as the athletic field and walking track to mitigate flood impacts on the most used open areas. Additional funding for Phase 1 was awarded by the North Carolina Land and Water Fund Grant in 2021 as well as match funding from the City. There are households located in the immediate project area that will benefit from completion of this project. ","City of Morganton","Local Government","Infrastructure","5/31/22","Golden LEAF Foundation Flood Mitigation Program",NA,NA,2022,"10/6/22",250000,250000,"Morganton","Burke",NA,0.18,NA,NA,NA,2.09,NA,NA,2.27
"171",3718060,"Duck town","55","Dare",584,241.8,2.42,10,24,11,9,44,18,27,89,126,123,90,13,566,0,0,10,0,2,6,576,8,486,16,38,144,172,68,30,18,486,16,182,288,289,6,7,5,4,7,10,9,6,6,19,18,43,25,57,26,41,107083,107083,112188,37500,69007,289,259,30,259,259,0,259,0,0,0,2,9,109,84,30,25,54,0,54,304,38,266,226,5,221,NA,0.02,30.47,48.7,79.16,21,"Roanoke Island Drainage Improvements","The Roanoke Colony residential neighborhood in Dare County experiences frequent flooding during major storm events due to undersized drainage structures in this flat, low-lying area on the northern end of Roanoke Island. After Hurricane Matthew, NCDOT and Dare County completed the 2019 Roanoke Island Flooding Analysis which proposed drainage improvements. Golden LEAF flood mitigation grant funds will be used to incorporate recommendations to upsize pipes and implement other improvements to the area. Areas upstream flood more frequently and the study determined undersized piping in the project area slowed the drainage of those properties. Proposed work includes replacing 150 linear feet of existing pipe with a larger size, enclosing the ditch within Roanoke Colony with drainage pipe with drop inlets, replacing the culvert beneath Roanoke Trail, removing the culvert immediately downstream of the airport property, and regrading/widening the ditch that runs between the Outer Banks SPCA and airport. Homes located in the upstream area identified in the analysis will benefit from this project.","Dare County","Local Government","Infrastructure","6/23/22","Golden LEAF Foundation Flood Mitigation Program",NA,NA,2022,"10/6/22",250000,250000,"County","Dare",NA,30.47,NA,NA,NA,38.05,10.64,NA,79.16
"172",3718080,"Dudley CDP","191","Wayne",1841,667.1,2.76,412,45,118,111,408,83,41,320,102,152,49,0,779,986,0,0,0,42,34,1115,726,747,177,369,22,165,14,0,0,747,177,391,179,395,0,13,59,11,0,49,8,0,0,39,62,0,46,0,0,108,63484,63484,NA,NA,23071,395,337,58,337,95,242,337,0,11,257,8,61,0,0,0,0,686,396,290,954,227,727,201,0,201,NA,0.9,0.42,1.42,1.85,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,0.42,NA,NA,NA,1.42,NA,NA,1.85
"173",3718300,"Dundarrach CDP","93","Hoke",60,45.6,1.32,0,0,0,0,0,16,5,6,21,12,0,0,60,0,0,0,0,0,0,60,0,60,22,32,6,0,0,0,0,60,22,38,0,24,0,0,0,0,0,6,0,0,0,0,0,18,0,0,0,0,80000,80000,NA,NA,26118,24,12,12,12,12,0,12,0,0,0,6,6,0,0,0,0,0,0,0,48,0,48,12,0,12,6,0.95,0,8.55,8.55,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,8.55,NA,NA,8.55
"174",3718320,"Dunn city","85","Harnett",9738,1417.5,6.87,551,586,631,238,800,1368,954,1068,1283,1228,742,289,5110,3861,40,48,0,547,132,9018,720,6932,967,2431,2204,936,296,59,39,6932,967,4635,1330,4133,418,404,353,357,269,297,199,231,208,326,316,343,182,115,51,64,34464,34464,51348,21908,22576,4133,2219,1914,2219,1450,769,2219,12,83,651,550,736,144,28,0,15,1971,785,1186,5456,1139,4317,2069,249,1820,66,0.85,1.19,5.88,7.07,2,"Town-wide Hydrologic + Hydraulic (H+H) Analysis","Lillington is subject to frequent flooding which makes roads impassable and reduces access to emergency services. The town began to recognize how severe the stormwater system’s limitations are after a major rainstorm in 2020. Following the rain event, the town identified several areas of inadequate and damaged stormwater infrastructure. Golden LEAF flood mitigation grant funds will be used for engineering expenses for analysis and planning regarding ten flooding hotspots. There are households, public and private entities within the immediate project area of the identified hotspots. The entire town will benefit from this project. Major highways, including NC 210, US 401, US 421, and NC 27 will also benefit since they pass through Lillington and are frequently closed during heavy rain events.","Town of Lillington","Local Government","Planning","2/23/22","Golden LEAF Foundation Flood Mitigation Program",NA,NA,2022,"6/2/22",225250,225250,"Lillington","Harnett",NA,1.19,NA,NA,NA,5.88,NA,NA,7.07
"175",3719000,"Durham city","63","Durham",276341,2450,112.79,18297,16076,15160,9251,30265,53736,37925,32743,29973,20590,8428,3897,133832,103580,736,14846,149,9084,14114,238163,38178,187292,19226,30616,41632,49980,28962,8175,8701,187292,19226,72248,95818,114420,6828,4309,3610,4871,5399,6046,5154,5247,4518,9390,10850,14566,10520,6708,7982,8422,61962,61962,92854,42070,36136,114420,59063,55357,59063,33601,25462,59063,580,329,2753,6592,29613,14495,3417,750,534,57833,12197,45636,175648,22854,152794,31977,2591,29386,NA,0.74,0.34,10.97,11.31,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,0.34,NA,NA,0.03,10.94,NA,NA,11.31
"176",3719320,"East Bend town","197","Yadkin",739,564.8,1.31,37,50,59,11,105,72,171,71,56,49,30,28,726,0,0,0,0,12,1,711,28,477,57,170,174,55,14,4,3,477,57,344,76,232,6,8,1,11,15,22,8,6,9,28,17,33,41,24,0,3,63750,63750,79375,53661,25169,232,175,57,175,170,5,175,2,3,45,67,40,17,0,0,1,122,21,101,475,41,434,107,4,103,6,0.63,0,0.22,0.22,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,0.22,NA,NA,0.22
"177",3719420,"East Flat Rock CDP","89","Henderson",6108,1427.6,4.28,191,523,544,399,735,689,1103,618,530,542,197,37,5162,290,0,102,0,473,81,4652,1456,3716,510,1405,1285,138,322,35,21,3716,510,2690,516,2122,35,228,0,82,102,208,181,70,139,333,141,310,155,96,24,18,50784,50784,54795,38304,22883,2122,1209,913,1209,1044,165,1209,86,128,135,212,607,23,18,0,0,1544,282,1262,3675,392,3283,753,84,669,56,0.63,0,7.66,7.66,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,7.66,NA,NA,7.66
"178",3719620,"East Laurinburg town","165","Scotland",345,1796,0.19,28,15,20,7,37,37,47,49,56,26,19,4,214,87,32,0,0,3,9,327,18,238,56,124,51,7,0,0,0,238,56,175,7,132,29,17,10,16,11,0,9,1,6,13,6,0,6,8,0,0,23846,23846,39375,15313,14874,132,65,67,65,57,8,65,5,42,15,3,0,0,0,0,0,70,46,24,226,104,122,49,11,38,53,0.98,2.37,49.59,51.96,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,2.37,NA,NA,NA,49.59,NA,NA,51.96
"179",3719740,"Eastover town","51","Cumberland",3740,330.2,11.33,237,187,237,357,232,412,387,421,442,488,301,39,2926,428,84,0,0,0,302,3599,141,2490,94,724,956,329,292,38,57,2490,94,1680,716,1388,39,92,82,69,99,110,31,17,71,177,169,173,94,66,44,55,55174,55174,65568,NA,25788,1388,988,400,988,838,150,988,16,19,88,112,562,170,21,0,0,1008,96,912,1878,273,1605,753,73,680,64,0.58,19.11,9.48,28.6,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,19.11,NA,NA,NA,9.48,NA,NA,28.6
"180",3719800,"East Rockingham CDP","153","Richmond",3338,976.4,3.42,239,162,398,372,196,209,517,438,400,241,99,67,2103,964,0,1,0,73,197,2839,499,1971,409,671,641,111,129,10,0,1971,409,1312,250,1297,151,74,187,128,137,72,19,40,12,73,268,53,70,4,9,0,29334,29334,42750,20146,15359,1297,984,313,984,590,394,984,63,258,385,193,75,10,0,0,0,1158,631,527,1757,412,1345,407,62,345,51,0.82,0.11,5.07,5.18,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,0.11,NA,NA,NA,5.07,NA,NA,5.18
