Geography Name,County FIPS,County Name,Place FIPS,Total Population,Population Density (Per Sq. Mile),Area (Land),Under 5 Years,5 to 9 Years,10 to 14 Years,15 to 17 Years,18 to 24 Years,25 to 34 Years,35 to 44 Years,45 to 54 Years,55 to 64 Years,65 to 74 Years,75 to 84 Years,85 Years and Over,White Alone,Black or African American Alone,American Indian and Alaska Native Alone,Asian Alone,Native Hawaiian and Other Pacific Islander Alone,Some Other Race Alone,Two or More Races,Not Hispanic or Latino:,Hispanic or Latino,Population 25 Years and Over:,Less than High School,High School Graduate (Includes Equivalency),Some College,Bachelor's Degree,Master's Degree,Professional School Degree,Doctorate Degree,Population 25 Years and Over:.1,Less than High School.1,High School Diploma,Bachelor's Degree or Better,Households:,"Less than $10,000","$10,000 to $14,999","$15,000 to $19,999","$20,000 to $24,999","$25,000 to $29,999","$30,000 to $34,999","$35,000 to $39,999","$40,000 to $44,999","$45,000 to $49,999","$50,000 to $59,999","$60,000 to $74,999","$75,000 to $99,999","$100,000 to $124,999","$125,000 to $149,999","$150,000 to $199,999","$200,000 or More",Median Household Income (In 2020 Inflation Adjusted Dollars),Median Household Income Occupied Housing Units:,Owner Occupied,Renter Occupied,Per Capita Income (In 2020 Inflation Adjusted Dollars),Occupied Housing Units:,Owner Occupied.1,Renter Occupied.1,Owner Occupied Housing Units:,"White Alone, Not Hispanic or Latino Homeowners ",Non-White Homeowners,Owner-Occupied Housing Units:,"Less than $20,000","$20,000 to $49,999","$50,000 to $99,999","$100,000 to $149,999","$150,000 to $299,999","$300,000 to $499,999","$500,000 to $749,999","$750,000 to $999,999","$1,000,000 or More",Population Under 18 Years of Age for Whom Poverty Status Is Determined:,Living in Poverty,At or Above Poverty Level,Population Age 18 to 64 for Whom Poverty Status  Is Determined:,Living in Poverty.1,At or Above Poverty Level.1,Population Age 65 and Over for Whom Poverty  Status Is Determined:,Living in Poverty.2,At or Above Poverty Level.2,Rural Capacity (Headwaters Index),Social Vulnerability (CDC Index),Percent of Land in 500-Year Floodplain,Percent of Land in 100-Year Floodplain,Total Percent of Land at Some Level of Flood Risk,Application Number,Project Title,Project Description ,Applicant,Applicant Type,Project Type,Application Date,State Agency Requested for Funding,Funding Request ($),Total Project Budget ($),Funding Decision Year,Award Date,Grant Award ($),Encumbered ($),City/Town,County,Place ID
Oak City town,117,Martin,3748060.0,368.0,366.9,1.0,16.0,7.0,8.0,7.0,8.0,52.0,17.0,56.0,70.0,107.0,11.0,9.0,71.0,297.0,0.0,0.0,0.0,0.0,0.0,364.0,4.0,322.0,31.0,172.0,97.0,19.0,3.0,0.0,0.0,322.0,31.0,269.0,22.0,187.0,6.0,4.0,16.0,4.0,16.0,1.0,10.0,19.0,5.0,83.0,13.0,6.0,3.0,1.0,0.0,0.0,50417.0,50417.0,43750.0,50650.0,20798.0,187.0,58.0,129.0,58.0,28.0,30.0,58.0,16.0,13.0,6.0,17.0,5.0,1.0,0.0,0.0,0.0,38.0,14.0,24.0,203.0,11.0,192.0,127.0,10.0,117.0,45.0,0.69,0.0,0.01,0.01,,,,,,,,,,,,,,,,,
Oak Island town,19,Brunswick,3748345.0,8118.0,421.3,19.27,157.0,114.0,263.0,181.0,247.0,537.0,468.0,1071.0,2075.0,2123.0,700.0,182.0,7897.0,33.0,44.0,10.0,0.0,11.0,123.0,8067.0,51.0,7156.0,325.0,1607.0,2393.0,1812.0,764.0,157.0,98.0,7156.0,325.0,4000.0,2831.0,3881.0,187.0,187.0,98.0,186.0,111.0,107.0,129.0,109.0,154.0,267.0,458.0,659.0,364.0,191.0,231.0,443.0,71193.0,71193.0,80290.0,60114.0,45329.0,3881.0,3289.0,592.0,3289.0,3184.0,105.0,3289.0,111.0,26.0,24.0,214.0,1653.0,786.0,368.0,55.0,52.0,710.0,14.0,696.0,4398.0,380.0,4018.0,3005.0,272.0,2733.0,82.0,0.33,6.36,28.6,34.96,13.0,"Holly, Walnut and Redwood Stormwater Project","Boiling Spring Lakes experiences flooding several times a year along Holly, Walnut, and Redwood roads. In 2014, a preliminary engineering report was conducted along these roads to determine optimal solutions to reduce flooding in the area. A 2021 stormwater management master plan prioritized this project. When flooding occurs in this area, homes experience flooding for multiple days. Boiling Spring Lakes will use Golden LEAF flood mitigation grant funds to install stormwater infrastructure along the areas of Holly, Walnut, and Redwood roads. Project activities include digging approximately 3,000 linear feet of drainage ditches with the installation of driveway pipes and several spans of reinforced concrete pipe. Households in the project area will benefit from this project.",City of Boiling Springs Lakes,Local Government,Infrastructure,5/9/22,Golden LEAF Foundation Flood Mitigation Program,,,2022.0,8/4/22,250000.0,250000.0,Boiling Springs Lakes,Brunswick,
Oak Ridge town,81,Guilford,3748480.0,6979.0,423.8,16.47,305.0,474.0,893.0,407.0,230.0,354.0,1009.0,1080.0,1345.0,599.0,225.0,58.0,5393.0,632.0,82.0,547.0,0.0,96.0,229.0,6799.0,180.0,4670.0,48.0,893.0,1402.0,1433.0,636.0,170.0,88.0,4670.0,48.0,2295.0,2327.0,2298.0,60.0,27.0,52.0,23.0,63.0,58.0,27.0,57.0,42.0,34.0,134.0,246.0,331.0,320.0,337.0,487.0,124342.0,124342.0,128750.0,84667.0,47019.0,2298.0,2214.0,84.0,2214.0,1868.0,346.0,2214.0,0.0,0.0,36.0,178.0,463.0,1037.0,332.0,142.0,26.0,2079.0,58.0,2021.0,4018.0,166.0,3852.0,882.0,60.0,822.0,86.0,0.12,1.37,5.8,7.18,,,,,,,,,,,,,,,,,
Ocean Isle Beach town,19,Brunswick,3748700.0,743.0,198.6,3.74,6.0,20.0,5.0,10.0,16.0,8.0,27.0,71.0,174.0,276.0,93.0,37.0,711.0,0.0,8.0,6.0,0.0,18.0,0.0,717.0,26.0,686.0,8.0,109.0,183.0,244.0,123.0,13.0,6.0,686.0,8.0,292.0,386.0,379.0,16.0,7.0,12.0,26.0,2.0,4.0,24.0,8.0,7.0,10.0,39.0,56.0,58.0,19.0,39.0,52.0,93750.0,93750.0,95481.0,,66444.0,379.0,359.0,20.0,359.0,352.0,7.0,359.0,3.0,3.0,4.0,3.0,52.0,69.0,144.0,59.0,22.0,41.0,3.0,38.0,296.0,22.0,274.0,406.0,5.0,401.0,65.0,0.11,2.18,70.75,72.93,13.0,"Holly, Walnut and Redwood Stormwater Project","Boiling Spring Lakes experiences flooding several times a year along Holly, Walnut, and Redwood roads. In 2014, a preliminary engineering report was conducted along these roads to determine optimal solutions to reduce flooding in the area. A 2021 stormwater management master plan prioritized this project. When flooding occurs in this area, homes experience flooding for multiple days. Boiling Spring Lakes will use Golden LEAF flood mitigation grant funds to install stormwater infrastructure along the areas of Holly, Walnut, and Redwood roads. Project activities include digging approximately 3,000 linear feet of drainage ditches with the installation of driveway pipes and several spans of reinforced concrete pipe. Households in the project area will benefit from this project.",City of Boiling Springs Lakes,Local Government,Infrastructure,5/9/22,Golden LEAF Foundation Flood Mitigation Program,,,2022.0,8/4/22,250000.0,250000.0,Boiling Springs Lakes,Brunswick,
Ocracoke CDP,95,Hyde,3748740.0,973.0,113.1,8.6,150.0,91.0,101.0,0.0,1.0,72.0,124.0,119.0,189.0,66.0,60.0,0.0,843.0,0.0,0.0,0.0,0.0,1.0,129.0,469.0,504.0,630.0,213.0,125.0,93.0,156.0,25.0,0.0,18.0,630.0,213.0,218.0,199.0,410.0,46.0,17.0,0.0,99.0,0.0,52.0,0.0,0.0,0.0,44.0,120.0,32.0,0.0,0.0,0.0,0.0,,,58011.0,,16948.0,410.0,276.0,134.0,276.0,228.0,48.0,276.0,0.0,0.0,0.0,17.0,77.0,122.0,60.0,0.0,0.0,342.0,0.0,342.0,504.0,35.0,469.0,126.0,57.0,69.0,45.0,0.67,1.08,87.3,88.39,,,,,,,,,,,,,,,,,
Ogden CDP,129,New Hanover,3748790.0,9071.0,2000.5,4.53,790.0,447.0,598.0,289.0,483.0,914.0,1235.0,1222.0,1319.0,1235.0,464.0,75.0,8526.0,163.0,21.0,139.0,0.0,0.0,222.0,8901.0,170.0,6464.0,111.0,1127.0,1972.0,2277.0,614.0,231.0,132.0,6464.0,111.0,3099.0,3254.0,3237.0,46.0,79.0,39.0,70.0,111.0,114.0,109.0,168.0,76.0,136.0,300.0,366.0,418.0,201.0,428.0,576.0,100375.0,100375.0,105481.0,,48487.0,3237.0,2771.0,466.0,2771.0,2519.0,252.0,2771.0,15.0,13.0,0.0,115.0,1071.0,1049.0,354.0,97.0,57.0,2124.0,42.0,2082.0,5173.0,79.0,5094.0,1774.0,93.0,1681.0,66.0,0.11,8.1,30.96,39.06,,,,,,,,,,,,,,,,,
Old Fort town,111,McDowell,3748920.0,743.0,608.6,1.22,50.0,30.0,34.0,15.0,58.0,88.0,64.0,154.0,79.0,71.0,57.0,43.0,684.0,26.0,0.0,0.0,0.0,0.0,33.0,743.0,0.0,556.0,122.0,208.0,192.0,34.0,0.0,0.0,0.0,556.0,122.0,400.0,34.0,336.0,59.0,31.0,11.0,37.0,39.0,25.0,8.0,6.0,16.0,14.0,30.0,41.0,0.0,0.0,9.0,10.0,28269.0,28269.0,53281.0,24087.0,20002.0,336.0,199.0,137.0,199.0,192.0,7.0,199.0,23.0,32.0,51.0,48.0,43.0,0.0,2.0,0.0,0.0,129.0,42.0,87.0,443.0,67.0,376.0,171.0,44.0,127.0,54.0,0.61,4.03,12.34,16.38,,,,,,,,,,,,,,,,,
Old Hundred CDP,165,Scotland,3748940.0,545.0,561.4,0.97,71.0,37.0,26.0,26.0,61.0,149.0,37.0,0.0,53.0,77.0,8.0,0.0,282.0,38.0,189.0,0.0,0.0,0.0,36.0,545.0,0.0,324.0,145.0,36.0,143.0,0.0,0.0,0.0,0.0,324.0,145.0,179.0,0.0,179.0,45.0,0.0,0.0,57.0,38.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24452.0,24452.0,24452.0,,7168.0,179.0,89.0,90.0,89.0,57.0,32.0,89.0,22.0,0.0,55.0,12.0,0.0,0.0,0.0,0.0,0.0,160.0,141.0,19.0,300.0,138.0,162.0,85.0,8.0,77.0,,0.73,,,,,,,,,,,,,,,,,,,,
Oriental town,137,Pamlico,3749380.0,1136.0,794.4,1.43,44.0,31.0,18.0,0.0,39.0,47.0,54.0,72.0,226.0,321.0,207.0,77.0,1084.0,25.0,0.0,0.0,0.0,0.0,27.0,1125.0,11.0,1004.0,7.0,166.0,309.0,262.0,165.0,20.0,75.0,1004.0,7.0,475.0,522.0,611.0,34.0,14.0,45.0,18.0,53.0,61.0,11.0,8.0,0.0,37.0,67.0,83.0,60.0,64.0,26.0,30.0,62734.0,62734.0,80278.0,26792.0,40814.0,611.0,474.0,137.0,474.0,468.0,6.0,474.0,0.0,0.0,4.0,17.0,192.0,218.0,38.0,2.0,3.0,88.0,0.0,88.0,438.0,62.0,376.0,605.0,11.0,594.0,63.0,0.24,12.72,74.46,87.18,,,,,,,,,,,,,,,,,
Orrum town,155,Robeson,3749460.0,63.0,131.7,0.48,1.0,0.0,3.0,0.0,5.0,0.0,6.0,11.0,18.0,11.0,8.0,0.0,39.0,12.0,0.0,0.0,0.0,12.0,0.0,51.0,12.0,54.0,13.0,22.0,16.0,2.0,1.0,0.0,0.0,54.0,13.0,38.0,3.0,32.0,2.0,1.0,8.0,5.0,2.0,0.0,5.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,26250.0,26250.0,26250.0,27500.0,20648.0,32.0,26.0,6.0,26.0,14.0,12.0,26.0,3.0,4.0,12.0,0.0,7.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,40.0,5.0,35.0,19.0,2.0,17.0,51.0,0.78,0.0,6.99,6.99,4.0,Flood Mitigation for the Linkhaw Road Area,"Lumberton, specifically in the area of Linkhaw Road, experiences flooding in any 2-inch or greater rain event. The city completed several studies to develop strategies to resolve flooding throughout the city. This project area is part of its existing studies and is located along a major thoroughfare that is in a 518-acre drainage area. The specific project site is at the downstream end of a drainage ditch that has larger pipes upstream. Due to the undersized existing piping, this project site creates a bottleneck for stormwater flow. Golden LEAF flood mitigation grant funds will be used to upsize the capacity of stormwater at the juncture of Linkhaw Rd and the railroad. The applicant proposes to install stormwater infrastructure to increase the capacity of the flow under the railroad which will require widening the canal to accommodate it. The stormwater will flow into a culvert downstream and into an existing impoundment area. Once the infrastructure work is completed, the city will be able to utilize the road more reliably for emergency services. There are households, public and private entities (including a kidney dialysis center), and a nursing facility in the immediate project area.",City of Lumberton,Local Government,Infrastructure,2/28/22,Golden LEAF Foundation Flood Mitigation Program,,,2022.0,6/2/22,250000.0,250000.0,Lumberton,Robeson,
Orrum town,155,Robeson,3749460.0,63.0,131.7,0.48,1.0,0.0,3.0,0.0,5.0,0.0,6.0,11.0,18.0,11.0,8.0,0.0,39.0,12.0,0.0,0.0,0.0,12.0,0.0,51.0,12.0,54.0,13.0,22.0,16.0,2.0,1.0,0.0,0.0,54.0,13.0,38.0,3.0,32.0,2.0,1.0,8.0,5.0,2.0,0.0,5.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,26250.0,26250.0,26250.0,27500.0,20648.0,32.0,26.0,6.0,26.0,14.0,12.0,26.0,3.0,4.0,12.0,0.0,7.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,40.0,5.0,35.0,19.0,2.0,17.0,51.0,0.78,0.0,6.99,6.99,24.0,Stormwater Assessment and Plan,"The Town of Maxton experiences flooding during heavy rain events in the subwatershed that drains the eastern half of the town. The town first noticed damage to its system when severe damage occurred following Hurricane Matthew. FEMA addressed many issues in this part of town, including repairs to streets and culverts, but determined the conveyance pipe experienced damage that predated Hurricane Matthew and was not eligible for FEMA funding. Due to this evidence, the town realized other sites have likely experienced damage to infrastructure that was not as dramatically exposed as the damage noticed following Hurricane Matthew. Flooding has affected the town in a number of different ways. Access to emergency services becomes impacted, natural swales throughout the town have filled with sediment, which causes conveyance of the stormwater to no longer flow as it was intended. Sinkholes and depressions have also begun to form around stormwater conveyance pipes due to fractures in the system. Additionally, the town has experienced flooding events that flood the gym and adjacent classrooms in the local elementary school. The railroad running through town has also been overtopped during flooding events. Golden LEAF flood mitigation grant funds will be used to develop a Stormwater Assessment and Plan for the eastern half of the town. Components of this project include field data collection, modeling of existing watersheds, development of concept plans and alternatives, and a summary report. The town has also provided a resolution to its commitment for a funding strategy to implement improvements that are identified in the stormwater comprehensive plan. All residents of the town will benefit from this project. Within the immediate project area there are households, businesses, other public and private entities, and health care providers that will benefit from this project.",Town of Maxton,Local Government,Planning,7/7/22,Golden LEAF Foundation Flood Mitigation Program,,,2022.0,10/6/22,122500.0,122500.0,Maxton,Robeson,
Ossipee town,1,Alamance,3749600.0,508.0,837.2,0.61,18.0,14.0,19.0,12.0,67.0,113.0,36.0,95.0,75.0,35.0,19.0,5.0,359.0,96.0,0.0,0.0,0.0,0.0,53.0,464.0,44.0,378.0,93.0,164.0,80.0,37.0,4.0,0.0,0.0,378.0,93.0,244.0,41.0,184.0,21.0,6.0,7.0,9.0,9.0,6.0,8.0,1.0,31.0,25.0,13.0,24.0,21.0,3.0,0.0,0.0,49318.0,49318.0,50833.0,,20476.0,184.0,150.0,34.0,150.0,118.0,32.0,150.0,24.0,9.0,41.0,35.0,41.0,0.0,0.0,0.0,0.0,60.0,4.0,56.0,386.0,68.0,318.0,59.0,2.0,57.0,,0.49,0.65,5.02,5.67,,,,,,,,,,,,,,,,,
Oxford city,77,Granville,3749800.0,8812.0,1414.0,6.23,432.0,622.0,539.0,372.0,503.0,1342.0,751.0,1095.0,1203.0,1009.0,593.0,351.0,3128.0,5074.0,34.0,73.0,0.0,277.0,226.0,8384.0,428.0,6344.0,844.0,1893.0,2180.0,1070.0,262.0,45.0,50.0,6344.0,844.0,4073.0,1427.0,3607.0,273.0,282.0,272.0,300.0,329.0,196.0,185.0,128.0,107.0,382.0,259.0,389.0,255.0,66.0,98.0,86.0,39059.0,39059.0,59315.0,28542.0,23484.0,3607.0,1820.0,1787.0,1820.0,920.0,900.0,1820.0,8.0,35.0,432.0,514.0,686.0,124.0,21.0,0.0,0.0,1835.0,900.0,935.0,4755.0,958.0,3797.0,1771.0,183.0,1588.0,66.0,0.74,0.2,4.13,4.33,10.0,Oxford Stormwater Master Plan,"The City of Oxford experiences flooding throughout the city during heavy, unnamed, non-tropical rain events. During these flooding events, public works staff cannot access critical infrastructure at the wastewater treatment plant. The city has begun to prioritize stormwater management over the past few years including stormwater mitigation efforts along Goshen Street. To create a master plan, the applicant is requesting Golden LEAF flood mitigation grant funds to map stormwater infrastructure within the entire jurisdiction and perform modeling along sub-basins west and parallel to College Street and Martin Luther King Jr. Avenue. Additional data collection, modeling of existing watersheds, and the development of concept plans and alternatives will also be completed. The city plans to use the data acquired from this project for future stormwater improvement grant opportunities and to prioritize projects funded by their stormwater utility fund. The entire city will benefit from this project.",City of Oxford,Local Government,Planning,3/9/22,Golden LEAF Foundation Flood Mitigation Program,,,2022.0,8/4/22,125000.0,125000.0,Oxford,Granville,
Pantego town,13,Beaufort ,3750080.0,508.0,632.9,0.8,136.0,168.0,44.0,8.0,5.0,45.0,45.0,16.0,23.0,17.0,1.0,0.0,155.0,42.0,0.0,0.0,0.0,0.0,311.0,201.0,307.0,147.0,13.0,39.0,51.0,19.0,25.0,0.0,0.0,147.0,13.0,90.0,44.0,97.0,9.0,2.0,3.0,13.0,3.0,3.0,2.0,0.0,0.0,4.0,1.0,10.0,19.0,25.0,3.0,0.0,88125.0,88125.0,100987.0,,14084.0,97.0,79.0,18.0,79.0,70.0,9.0,79.0,3.0,0.0,22.0,48.0,6.0,0.0,0.0,0.0,0.0,128.0,4.0,124.0,134.0,12.0,122.0,18.0,2.0,16.0,57.0,0.66,18.74,55.89,74.63,,,,,,,,,,,,,,,,,
Parkton town,155,Robeson ,3750340.0,482.0,618.0,0.78,13.0,25.0,41.0,33.0,32.0,57.0,98.0,55.0,68.0,27.0,28.0,5.0,315.0,112.0,21.0,1.0,0.0,14.0,19.0,465.0,17.0,338.0,49.0,97.0,135.0,43.0,14.0,0.0,0.0,338.0,49.0,232.0,57.0,182.0,18.0,8.0,3.0,12.0,10.0,10.0,3.0,10.0,17.0,18.0,16.0,26.0,15.0,7.0,6.0,3.0,50000.0,50000.0,56042.0,28438.0,24533.0,182.0,149.0,33.0,149.0,99.0,50.0,149.0,2.0,15.0,48.0,49.0,35.0,0.0,0.0,0.0,0.0,112.0,15.0,97.0,310.0,42.0,268.0,60.0,5.0,55.0,59.0,0.78,2.52,5.23,7.75,,,,,,,,,,,,,,,,,
Parmele town,117,Martin ,3750540.0,278.0,240.0,1.16,8.0,1.0,18.0,13.0,26.0,0.0,8.0,37.0,74.0,52.0,28.0,13.0,88.0,190.0,0.0,0.0,0.0,0.0,0.0,278.0,0.0,212.0,24.0,85.0,70.0,24.0,0.0,0.0,9.0,212.0,24.0,155.0,33.0,132.0,2.0,24.0,23.0,17.0,12.0,7.0,10.0,0.0,4.0,3.0,21.0,8.0,1.0,0.0,0.0,0.0,25000.0,25000.0,27750.0,16696.0,17704.0,132.0,105.0,27.0,105.0,34.0,71.0,105.0,1.0,17.0,66.0,21.0,0.0,0.0,0.0,0.0,0.0,40.0,19.0,21.0,145.0,53.0,92.0,93.0,8.0,85.0,47.0,0.79,,,,,,,,,,,,,,,,,,,,
Patterson Springs town,45,Cleveland ,3750700.0,1012.0,1067.5,0.95,40.0,50.0,63.0,32.0,197.0,198.0,48.0,123.0,146.0,55.0,36.0,24.0,784.0,182.0,0.0,0.0,0.0,11.0,35.0,969.0,43.0,630.0,76.0,269.0,221.0,48.0,16.0,0.0,0.0,630.0,76.0,490.0,64.0,314.0,87.0,9.0,16.0,15.0,15.0,12.0,16.0,14.0,8.0,44.0,27.0,22.0,14.0,6.0,6.0,3.0,35938.0,35938.0,52321.0,,18611.0,314.0,200.0,114.0,200.0,189.0,11.0,200.0,26.0,19.0,100.0,45.0,9.0,0.0,1.0,0.0,0.0,185.0,53.0,132.0,712.0,228.0,484.0,115.0,35.0,80.0,52.0,0.61,,,,,,,,,,,,,,,,,,,,
Peachland town,7,Anson ,3750820.0,458.0,454.4,1.01,17.0,32.0,22.0,24.0,18.0,146.0,26.0,82.0,40.0,21.0,24.0,6.0,231.0,194.0,0.0,0.0,0.0,3.0,30.0,446.0,12.0,345.0,90.0,151.0,76.0,20.0,8.0,0.0,0.0,345.0,90.0,227.0,28.0,149.0,4.0,20.0,19.0,7.0,7.0,3.0,14.0,4.0,0.0,5.0,23.0,11.0,18.0,5.0,8.0,1.0,42813.0,42813.0,60114.0,28333.0,21296.0,149.0,123.0,26.0,123.0,74.0,49.0,123.0,4.0,6.0,28.0,47.0,37.0,0.0,1.0,0.0,0.0,95.0,29.0,66.0,312.0,27.0,285.0,51.0,4.0,47.0,44.0,0.71,0.29,3.03,3.32,,,,,,,,,,,,,,,,,
Peletier town,31,Carteret ,3751040.0,652.0,180.2,3.62,33.0,27.0,33.0,19.0,31.0,52.0,114.0,70.0,143.0,67.0,47.0,16.0,619.0,12.0,7.0,0.0,0.0,0.0,14.0,632.0,20.0,509.0,27.0,193.0,208.0,48.0,30.0,0.0,3.0,509.0,27.0,401.0,81.0,312.0,38.0,29.0,27.0,21.0,5.0,34.0,13.0,9.0,32.0,41.0,11.0,31.0,11.0,3.0,3.0,4.0,37885.0,37885.0,39327.0,24886.0,21026.0,312.0,223.0,89.0,223.0,214.0,9.0,223.0,29.0,8.0,50.0,99.0,27.0,6.0,3.0,1.0,0.0,112.0,25.0,87.0,410.0,123.0,287.0,130.0,11.0,119.0,68.0,0.33,2.39,10.4,12.79,,,,,,,,,,,,,,,,,
Pembroke town,155,Robeson ,3751080.0,2997.0,942.8,3.18,323.0,181.0,197.0,48.0,996.0,362.0,198.0,208.0,210.0,187.0,45.0,42.0,503.0,679.0,1603.0,21.0,0.0,29.0,162.0,2913.0,84.0,1252.0,254.0,326.0,382.0,186.0,78.0,10.0,16.0,1252.0,254.0,708.0,290.0,852.0,236.0,66.0,44.0,138.0,29.0,62.0,23.0,45.0,35.0,29.0,46.0,39.0,37.0,8.0,6.0,9.0,21786.0,21786.0,48047.0,20362.0,10781.0,852.0,229.0,623.0,229.0,19.0,210.0,229.0,14.0,26.0,85.0,45.0,47.0,8.0,4.0,0.0,0.0,720.0,349.0,371.0,1351.0,601.0,750.0,213.0,65.0,148.0,67.0,0.83,0.66,1.49,2.15,,,,,,,,,,,,,,,,,
Pikeville town,191,Wayne ,3751780.0,678.0,897.8,0.76,45.0,30.0,31.0,27.0,57.0,138.0,41.0,148.0,87.0,46.0,28.0,0.0,587.0,75.0,0.0,0.0,0.0,0.0,16.0,656.0,22.0,488.0,100.0,82.0,215.0,72.0,17.0,0.0,2.0,488.0,100.0,297.0,91.0,289.0,22.0,25.0,13.0,23.0,12.0,5.0,3.0,14.0,29.0,14.0,17.0,84.0,11.0,13.0,2.0,2.0,49659.0,49659.0,68889.0,,27525.0,289.0,194.0,95.0,194.0,187.0,7.0,194.0,17.0,3.0,51.0,67.0,56.0,0.0,0.0,0.0,0.0,133.0,19.0,114.0,471.0,86.0,385.0,74.0,4.0,70.0,58.0,0.44,4.06,3.48,7.54,,,,,,,,,,,,,,,,,
Pilot Mountain town,171,Surry ,3751820.0,1635.0,803.0,2.04,92.0,97.0,101.0,54.0,98.0,187.0,131.0,225.0,342.0,152.0,91.0,65.0,1436.0,115.0,6.0,14.0,0.0,0.0,64.0,1611.0,24.0,1193.0,207.0,289.0,384.0,194.0,119.0,0.0,0.0,1193.0,207.0,673.0,313.0,751.0,77.0,108.0,34.0,69.0,42.0,40.0,61.0,11.0,22.0,39.0,58.0,71.0,53.0,8.0,41.0,17.0,35306.0,35306.0,46250.0,30625.0,26690.0,751.0,378.0,373.0,378.0,378.0,0.0,378.0,30.0,16.0,69.0,103.0,116.0,32.0,6.0,6.0,0.0,344.0,85.0,259.0,983.0,209.0,774.0,308.0,56.0,252.0,69.0,0.43,0.3,1.21,1.52,,,,,,,,,,,,,,,,,
Pinebluff town,125,Moore ,3751840.0,1694.0,647.9,2.61,153.0,81.0,82.0,49.0,90.0,235.0,228.0,362.0,209.0,135.0,54.0,16.0,1294.0,312.0,15.0,0.0,0.0,15.0,58.0,1618.0,76.0,1239.0,67.0,286.0,624.0,151.0,96.0,15.0,0.0,1239.0,67.0,910.0,262.0,672.0,18.0,23.0,21.0,25.0,17.0,45.0,15.0,20.0,47.0,96.0,106.0,152.0,58.0,14.0,15.0,0.0,61023.0,61023.0,62891.0,57188.0,26693.0,672.0,429.0,243.0,429.0,369.0,60.0,429.0,5.0,6.0,64.0,105.0,215.0,13.0,0.0,8.0,13.0,365.0,24.0,341.0,1124.0,38.0,1086.0,205.0,17.0,188.0,62.0,0.75,1.86,5.27,7.13,,,,,,,,,,,,,,,,,
Pinehurst village,125,Moore ,3751940.0,16382.0,980.5,16.71,609.0,701.0,736.0,477.0,647.0,1079.0,1310.0,1710.0,2303.0,3597.0,2392.0,821.0,15099.0,428.0,8.0,390.0,110.0,16.0,331.0,15959.0,423.0,13212.0,204.0,1725.0,3264.0,4858.0,2436.0,484.0,241.0,13212.0,204.0,4989.0,8019.0,7452.0,213.0,81.0,138.0,260.0,259.0,271.0,332.0,196.0,281.0,506.0,635.0,1221.0,786.0,608.0,634.0,1031.0,87609.0,87609.0,92674.0,62376.0,52247.0,7452.0,6376.0,1076.0,6376.0,5925.0,451.0,6376.0,8.0,14.0,18.0,278.0,2650.0,2177.0,768.0,344.0,119.0,2508.0,199.0,2309.0,7021.0,329.0,6692.0,6559.0,153.0,6406.0,87.0,0.2,0.16,6.3,6.47,,,,,,,,,,,,,,,,,
Pine Knoll Shores town,31,Carteret ,3752000.0,1284.0,581.3,2.21,34.0,42.0,31.0,16.0,14.0,62.0,91.0,113.0,292.0,293.0,187.0,109.0,1260.0,5.0,5.0,0.0,0.0,0.0,14.0,1267.0,17.0,1147.0,7.0,122.0,375.0,365.0,181.0,66.0,31.0,1147.0,7.0,497.0,643.0,635.0,7.0,18.0,24.0,18.0,12.0,39.0,20.0,18.0,15.0,58.0,45.0,110.0,54.0,71.0,37.0,89.0,82361.0,82361.0,84375.0,75938.0,55930.0,635.0,585.0,50.0,585.0,585.0,0.0,585.0,4.0,0.0,2.0,0.0,151.0,268.0,114.0,24.0,22.0,122.0,0.0,122.0,572.0,11.0,561.0,589.0,12.0,577.0,63.0,0.04,14.57,48.9,63.48,,,,,,,,,,,,,,,,,
Pine Level town,101,Johnston ,3752020.0,2188.0,1272.8,1.72,141.0,105.0,240.0,125.0,165.0,370.0,200.0,263.0,330.0,185.0,55.0,9.0,1772.0,218.0,12.0,0.0,0.0,87.0,99.0,1657.0,531.0,1412.0,230.0,472.0,482.0,165.0,35.0,0.0,28.0,1412.0,230.0,954.0,228.0,777.0,33.0,58.0,44.0,60.0,40.0,37.0,49.0,36.0,30.0,43.0,117.0,148.0,43.0,32.0,7.0,0.0,50341.0,50341.0,69688.0,36731.0,21110.0,777.0,561.0,216.0,561.0,432.0,129.0,561.0,60.0,32.0,96.0,190.0,169.0,14.0,0.0,0.0,0.0,600.0,101.0,499.0,1328.0,127.0,1201.0,249.0,6.0,243.0,8.0,0.6,0.0,9.13,9.13,,,,,,,,,,,,,,,,,
